Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"SYTL1","Synaptotagmin Like 1","Protein Coding","36","GC01P027352","2.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYTL1"
"MEG3","Maternally Expressed 3","RNA Gene","29","GC14P104771","2.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEG3"
"ROCK2","Rho Associated Coiled-Coil Containing Protein Kinase 2","Protein Coding","47","GC02M011192","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROCK2"
"TCAP","Titin-Cap","Protein Coding","42","GC17P039664","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCAP"
"THADA","THADA Armadillo Repeat Containing","Protein Coding","37","GC02M043193","2.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THADA"
"AXIN1","Axin 1","Protein Coding","47","GC16M000287","2.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1"
"CD6","CD6 Molecule","Protein Coding","40","GC11P060971","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD6"
"AP2A1","Adaptor Related Protein Complex 2 Subunit Alpha 1","Protein Coding","38","GC19P049766","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2A1"
"STAT5B","Signal Transducer And Activator Of Transcription 5B","Protein Coding","49","GC17M042199","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5B"
"MOGS","Mannosyl-Oligosaccharide Glucosidase","Protein Coding","41","GC02M074461","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGS"
"REPS2","RALBP1 Associated Eps Domain Containing 2","Protein Coding","36","GC0XP016946","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REPS2"
"ITSN1","Intersectin 1","Protein Coding","42","GC21P033642","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN1"
"PPM1D","Protein Phosphatase, Mg2+/Mn2+ Dependent 1D","Protein Coding","47","GC17P060600","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPM1D"
"GABRA5","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha5","Protein Coding","46","GC15P026866","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA5"
"GNS","Glucosamine (N-Acetyl)-6-Sulfatase","Protein Coding","44","GC12M064713","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNS"
"GABRA6","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha6","Protein Coding","44","GC05P161547","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA6"
"SGSH","N-Sulfoglucosamine Sulfohydrolase","Protein Coding","44","GC17M080206","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSH"
"CDC14A","Cell Division Cycle 14A","Protein Coding","43","GC01P100351","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC14A"
"PPP6C","Protein Phosphatase 6 Catalytic Subunit","Protein Coding","43","GC09M125147","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6C"
"GALNT12","Polypeptide N-Acetylgalactosaminyltransferase 12","Protein Coding","42","GC09P098807","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT12"
"GALNT11","Polypeptide N-Acetylgalactosaminyltransferase 11","Protein Coding","41","GC07P152025","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT11"
"GALNT14","Polypeptide N-Acetylgalactosaminyltransferase 14","Protein Coding","41","GC02M030888","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT14"
"GALNT1","Polypeptide N-Acetylgalactosaminyltransferase 1","Protein Coding","41","GC18P035581","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT1"
"DUSP5","Dual Specificity Phosphatase 5","Protein Coding","41","GC10P110497","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP5"
"TKTL1","Transketolase Like 1","Protein Coding","41","GC0XP154295","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKTL1"
"GALNT13","Polypeptide N-Acetylgalactosaminyltransferase 13","Protein Coding","40","GC02P153871","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT13"
"GALNT5","Polypeptide N-Acetylgalactosaminyltransferase 5","Protein Coding","40","GC02P157258","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT5"
"GALNT6","Polypeptide N-Acetylgalactosaminyltransferase 6","Protein Coding","40","GC12M051351","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT6"
"CTDSP1","CTD Small Phosphatase 1","Protein Coding","40","GC02P218398","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDSP1"
"DUSP16","Dual Specificity Phosphatase 16","Protein Coding","40","GC12M012473","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP16"
"CDC14B","Cell Division Cycle 14B","Protein Coding","40","GC09M096490","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC14B"
"GABRP","Gamma-Aminobutyric Acid Type A Receptor Subunit Pi","Protein Coding","39","GC05P170763","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRP"
"GALNT9","Polypeptide N-Acetylgalactosaminyltransferase 9","Protein Coding","39","GC12M132196","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT9"
"AOC2","Amine Oxidase Copper Containing 2","Protein Coding","39","GC17P042844","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AOC2"
"GABRG1","Gamma-Aminobutyric Acid Type A Receptor Subunit Gamma1","Protein Coding","39","GC04M046035","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRG1"
"ULBP3","UL16 Binding Protein 3","Protein Coding","39","GC06M150062","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULBP3"
"GALNT7","Polypeptide N-Acetylgalactosaminyltransferase 7","Protein Coding","38","GC04P173168","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT7"
"GALNTL5","Polypeptide N-Acetylgalactosaminyltransferase Like 5","Protein Coding","38","GC07P151956","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNTL5"
"ARSF","Arylsulfatase F","Protein Coding","38","GC0XP003040","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSF"
"GABRE","Gamma-Aminobutyric Acid Type A Receptor Subunit Epsilon","Protein Coding","38","GC0XM151955","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRE"
"GABRQ","Gamma-Aminobutyric Acid Type A Receptor Subunit Theta","Protein Coding","37","GC0XP152638","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRQ"
"FAHD1","Fumarylacetoacetate Hydrolase Domain Containing 1","Protein Coding","37","GC16P001826","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAHD1"
"ENTPD7","Ectonucleoside Triphosphate Diphosphohydrolase 7","Protein Coding","37","GC10P099659","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD7"
"DUSP15","Dual Specificity Phosphatase 15","Protein Coding","37","GC20M031848","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP15"
"TKTL2","Transketolase Like 2","Protein Coding","37","GC04M163471","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKTL2"
"ULBP1","UL16 Binding Protein 1","Protein Coding","37","GC06P149963","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ULBP1"
"ARSD","Arylsulfatase D","Protein Coding","36","GC0XM002903","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSD"
"ARSK","Arylsulfatase Family Member K","Protein Coding","36","GC05P095555","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSK"
"CELA1","Chymotrypsin Like Elastase 1","Protein Coding","36","GC12M051328","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CELA1"
"DUSP18","Dual Specificity Phosphatase 18","Protein Coding","36","GC22M030652","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP18"
"GALNT16","Polypeptide N-Acetylgalactosaminyltransferase 16","Protein Coding","36","GC14P069259","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT16"
"UBLCP1","Ubiquitin Like Domain Containing CTD Phosphatase 1","Protein Coding","36","GC05P159263","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBLCP1"
"GALNT15","Polypeptide N-Acetylgalactosaminyltransferase 15","Protein Coding","35","GC03P016174","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT15"
"GALNTL6","Polypeptide N-Acetylgalactosaminyltransferase Like 6","Protein Coding","35","GC04P171813","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNTL6"
"FAHD2A","Fumarylacetoacetate Hydrolase Domain Containing 2A","Protein Coding","35","GC02P095405","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAHD2A"
"ARSI","Arylsulfatase Family Member I","Protein Coding","35","GC05M150296","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSI"
"GALNT18","Polypeptide N-Acetylgalactosaminyltransferase 18","Protein Coding","33","GC11M011293","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT18"
"GALNT8","Polypeptide N-Acetylgalactosaminyltransferase 8","Protein Coding","33","GC12P004720","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT8"
"TGM7","Transglutaminase 7","Protein Coding","32","GC15M043276","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGM7"
"FAHD2B","Fumarylacetoacetate Hydrolase Domain Containing 2B","Protein Coding","31","GC02M097082","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAHD2B"
"DUSP21","Dual Specificity Phosphatase 21","Protein Coding","31","GC0XP044844","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP21"
"PTX4","Pentraxin 4","Protein Coding","30","GC16M001485","2.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX4"
"BUB1B","BUB1 Mitotic Checkpoint Serine/Threonine Kinase B","Protein Coding","49","GC15P040161","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B"
"GPR157","G Protein-Coupled Receptor 157","Protein Coding","34","GC01M009100","2.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR157"
"PDE11A","Phosphodiesterase 11A","Protein Coding","46","GC02M177624","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE11A"
"DNM2","Dynamin 2","Protein Coding","49","GC19P010718","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"LOC108663987","Ataxin 3 Repeat Instability Region","Biological Region","1","GC14P092071","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC108663987"
"CRKL","CRK Like Proto-Oncogene, Adaptor Protein","Protein Coding","46","GC22P020917","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL"
"MIR200C","MicroRNA 200c","RNA Gene","21","GC12P008229","2.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200C"
"HTR5A","5-Hydroxytryptamine Receptor 5A","Protein Coding","42","GC07P155070","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR5A"
"EPHA2","EPH Receptor A2","Protein Coding","52","GC01M016124","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA2"
"RHOT2","Ras Homolog Family Member T2","Protein Coding","39","GC16P001399","2.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOT2"
"FGF5","Fibroblast Growth Factor 5","Protein Coding","45","GC04P080266","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF5"
"AGR3","Anterior Gradient 3, Protein Disulphide Isomerase Family Member","Protein Coding","37","GC07M016854","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGR3"
"COLGALT1","Collagen Beta(1-O)Galactosyltransferase 1","Protein Coding","36","GC19P017555","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COLGALT1"
"IL33","Interleukin 33","Protein Coding","40","GC09P006206","2.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL33"
"PGM1","Phosphoglucomutase 1","Protein Coding","48","GC01P063593","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM1"
"SCP2","Sterol Carrier Protein 2","Protein Coding","47","GC01P052927","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCP2"
"PNPLA2","Patatin Like Phospholipase Domain Containing 2","Protein Coding","44","GC11P000896","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNPLA2"
"CCDC22","Coiled-Coil Domain Containing 22","Protein Coding","39","GC0XP049363","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC22"
"SMTN","Smoothelin","Protein Coding","39","GC22P031081","2.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMTN"
"FGFR4","Fibroblast Growth Factor Receptor 4","Protein Coding","51","GC05P177086","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR4"
"FTCD","Formimidoyltransferase Cyclodeaminase","Protein Coding","43","GC21M047426","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTCD"
"TSG101","Tumor Susceptibility 101","Protein Coding","43","GC11M018468","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSG101"
"EDEM1","ER Degradation Enhancing Alpha-Mannosidase Like Protein 1","Protein Coding","42","GC03P005187","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDEM1"
"TENM2","Teneurin Transmembrane Protein 2","Protein Coding","34","GC05P166979","2.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM2"
"GMDS","GDP-Mannose 4,6-Dehydratase","Protein Coding","44","GC06M001624","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMDS"
"GJC2","Gap Junction Protein Gamma 2","Protein Coding","41","GC01P228175","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJC2"
"MEGF6","Multiple EGF Like Domains 6","Protein Coding","32","GC01M003487","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF6"
"CADM1","Cell Adhesion Molecule 1","Protein Coding","43","GC11M115169","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CADM1"
"MAN2A1","Mannosidase Alpha Class 2A Member 1","Protein Coding","42","GC05P109689","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1"
"APLP1","Amyloid Beta Precursor Like Protein 1","Protein Coding","40","GC19P038238","2.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APLP1"
"SARDH","Sarcosine Dehydrogenase","Protein Coding","42","GC09M133663","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARDH"
"HVCN1","Hydrogen Voltage Gated Channel 1","Protein Coding","39","GC12M110627","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HVCN1"
"CGB3","Chorionic Gonadotropin Subunit Beta 3","Protein Coding","31","GC19M049024","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB3"
"HLA-C","Major Histocompatibility Complex, Class I, C","Protein Coding","44","GC06M031272","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-C"
"DCT","Dopachrome Tautomerase","Protein Coding","41","GC13M094436","2.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCT"
"AP2M1","Adaptor Related Protein Complex 2 Subunit Mu 1","Protein Coding","43","GC03P184174","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP2M1"
"DDX5","DEAD-Box Helicase 5","Protein Coding","46","GC17M064498","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX5"
"ITIH1","Inter-Alpha-Trypsin Inhibitor Heavy Chain 1","Protein Coding","39","GC03P052777","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH1"
"PLAA","Phospholipase A2 Activating Protein","Protein Coding","43","GC09M026903","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAA"
"GNAI3","G Protein Subunit Alpha I3","Protein Coding","46","GC01P109548","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI3"
"MSH6","MutS Homolog 6","Protein Coding","50","GC02P047695","2.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH6"
"SOCS1","Suppressor Of Cytokine Signaling 1","Protein Coding","43","GC16M011255","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS1"
"IL23A","Interleukin 23 Subunit Alpha","Protein Coding","39","GC12P056335","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL23A"
"SYNCRIP","Synaptotagmin Binding Cytoplasmic RNA Interacting Protein","Protein Coding","38","GC06M085607","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNCRIP"
"FAM155A","Family With Sequence Similarity 155 Member A","Protein Coding","31","GC13M107163","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM155A"
"HNF1A","HNF1 Homeobox A","Protein Coding","45","GC12P120978","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A"
"BCYRN1","Brain Cytoplasmic RNA 1","RNA Gene","18","GC02P047331","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCYRN1"
"TERC","Telomerase RNA Component","RNA Gene","28","GC03M169765","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERC"
"NRXN2","Neurexin 2","Protein Coding","40","GC11M064623","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRXN2"
"PPP2R2B","Protein Phosphatase 2 Regulatory Subunit Bbeta","Protein Coding","45","GC05M146582","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R2B"
"CHP1P2","CHP1 Pseudogene 2","Pseudogene","9","GC06P160096","2.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHP1P2"
"KCNMB3P1","KCNMB3 Pseudogene 1","Pseudogene","6","GC22M016577","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNMB3P1"
"GAB1","GRB2 Associated Binding Protein 1","Protein Coding","44","GC04P143336","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAB1"
"ITSN2","Intersectin 2","Protein Coding","38","GC02M024203","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITSN2"
"STAB1","Stabilin 1","Protein Coding","39","GC03P052495","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB1"
"STAB2","Stabilin 2","Protein Coding","39","GC12P103587","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAB2"
"GRK4","G Protein-Coupled Receptor Kinase 4","Protein Coding","43","GC04P002963","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK4"
"BIRC2","Baculoviral IAP Repeat Containing 2","Protein Coding","45","GC11P102347","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BIRC2"
"SOCS3","Suppressor Of Cytokine Signaling 3","Protein Coding","44","GC17M078356","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOCS3"
"CD226","CD226 Molecule","Protein Coding","43","GC18M069831","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD226"
"CAPZB","Capping Actin Protein Of Muscle Z-Line Subunit Beta","Protein Coding","40","GC01M019339","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPZB"
"CRYGS","Crystallin Gamma S","Protein Coding","40","GC03M186538","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYGS"
"ZNF804A","Zinc Finger Protein 804A","Protein Coding","34","GC02P184598","2.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF804A"
"ENSG00000287725","","Protein Coding","6","GC11P069072","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000287725"
"SRP54","Signal Recognition Particle 54","Protein Coding","43","GC14P034981","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP54"
"VPS33B","VPS33B Late Endosome And Lysosome Associated","Protein Coding","41","GC15M090998","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS33B"
"SRCAP","Snf2 Related CREBBP Activator Protein","Protein Coding","40","GC16P030700","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRCAP"
"VIPAS39","VPS33B Interacting Protein, Apical-Basolateral Polarity Regulator, Spe-39 Homolog","Protein Coding","37","GC14M077426","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VIPAS39"
"RGS9","Regulator Of G Protein Signaling 9","Protein Coding","44","GC17P065137","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS9"
"MAP3K7","Mitogen-Activated Protein Kinase Kinase Kinase 7","Protein Coding","51","GC06M090513","2.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7"
"JMJD7-PLA2G4B","JMJD7-PLA2G4B Readthrough","Protein Coding","27","GC15P041828","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JMJD7-PLA2G4B"
"DHCR24","24-Dehydrocholesterol Reductase","Protein Coding","45","GC01M054849","2.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHCR24"
